3;"Sean Lopp";"RStudio Package Manager 1.0.6 - README";"
    
    
    
    
    
      
        
          
      
    
    The 1.0.6 release of RStudio Package Manager helps R users understand packages. The primary feature in this release is embedded package READMEs, detailed below. If you’re new to Package Manager, it is an on-premise product built to give teams and organizations reliable and consistent package management. Download an evaluation today.
  View package READMEs in Package Manager
  Package READMEs Many R packages have rich README files that can include:
    Read more →
  "
3;"Roger Oberg";"Building tidy tools workshop";"
    
    
    
    
    
      
    
    Join RStudio Chief Data Scientist Hadley Wickham for his popular “Building tidy tools” workshop in Sydney, Australia! If you’d missed the sold out course at rstudio::conf 2019 now is your chance.
Register here: https://www.rstudio.com/workshops/building-tidy-tools/
You should take this class if you have some experience programming in R and you want to learn how to tackle larger-scale problems. You’ll get the most if you’re already familiar with the basics of functions (i.
    Read more →
  "
3;"Greg Wilson";"RStudio Instructor Training";"
    
    
    
    
    
      
    
    We are pleased to announce the launch of RStudio’s instructor training and certification program. Its goal is to help people apply modern evidence-based teaching practices to teach data science using R and RStudio’s products, and to help people who need such training find the trainers they need.
Like the training programs for flight instructors, the ski patrol, and the Carpentries, ours distinguishes between instructors (who teach end users) and coaches (who teach instructors).
    Read more →
  "
3;"Cole Arendt";"Try out RStudio Connect on Your Desktop for Free";"
    
    
    
    
    
      
        
          
      
    
    Have you heard of RStudio Connect, but do not know where to start? Maybe you are trying to show your manager how Shiny applications can be deployed in production, or convince a DevOps engineer that R can fit into her existing tooling. Perhaps you want to explore the functionality of RStudio’s Professional products to see if they fit the needs you have in your work.
Today, we are excited to announce the RStudio QuickStart, which allows you to try out RStudio Connect for free from your desktop.
    Read more →
  "
3;"Mine Çetinkaya-Rundel";"rstudio::conf 2019 Workshop materials now available";"
    
    
    
    
    
      
    
    rstudio::conf 2019 featured 15 workshops on tidyverse, Shiny, R Markdown, modeling and machine learning, deep learning, big data, and what they forgot to teach you about working with R. Some of the new workshops for this year touched on topics like putting Shiny applications into production at scale and R & Tensorflow. The conference also featured certification workshops on RStudio Professional Administrator and Train-the-trainer for tidyverse and Shiny.
Below is a list of all workshops we hosted, with links to materials.
    Read more →
  "
3;"Sean Lopp";"Time Travel with RStudio Package Manager 1.0.4";"
    
    
    
    
    
      
        
          
      
    
    We all love packages. We don’t love when broken package environments prevent us from reproducing our work. In version 1.0.4 of RStudio Package Manager, individuals and teams can navigate through repository checkpoints, making it easy to recreate environments and reproduce work. The new release also adds important security updates, improvements for Git sources, further access to retired packages, and beta support for Amazon S3 storage.
New to RStudio Package Manager?
    Read more →
  "
3;"Greg Wilson";"Summer Internships 2019";"
    
    
    
    
    
      
    
    We are excited to announce the second formal summer internship program at RStudio. The goal of this program is to enable RStudio employees to collaborate with students to do work that will help both RStudio users and the broader R community, and help ensure that the community of R developers is as diverse as its community of users. Over the course of the internship, you will work with experienced data scientists, software developers, and educators to create and share new tools and ideas.
    Read more →
  "
4;"RStudio Team";"About the RStudio Project";"
    
    
    
    
    
      
    
    We started the RStudio project because we were excited and inspired by R. The creators of R provided a flexible and powerful foundation for statistical computing; then made it free and open so that it could be improved collaboratively and its benefits could be shared by the widest possible audience.
It’s better for everyone if the tools used for research and science are free and open. Reproducibility, widespread sharing of knowledge and techniques, and the leveling of the playing field by eliminating cost barriers are but a few of the shared benefits of free software in science.
    Read more →
  "
4;"RStudio Team";"Welcome to our Weblog";"
    
    
    
    
    
      
    
    Welcome to the RStudio weblog! We’ll use the weblog to talk about both the product and its features as well as broader issues that concern the R community.
    Read more →
  "
5;"Sean Lopp";"RStudio Connect 1.7.0";"
    
    
    
    
    
      
        
          
      
    
    RStudio Connect is the publishing platform for everything you create in R. In conversations with our customers, R users were excited to have a central place to share all their data products, but were facing a tough problem. Their colleagues working in Python didn’t have the same option, leaving their work stranded on their desktops. Today, we are excited to introduce the ability for data science teams to publish Jupyter Notebooks and mixed Python and R content to RStudio Connect.
    Read more →
  "
5;"Roger Oberg";"RStudio Server Pro is now available on Microsoft Azure Marketplace";"
    
    
    
    
    
      
        
          
      
    
    RStudio is excited to announce the availability of its flagship, enterprise-ready, integrated development environment for R in Azure Marketplace.
RStudio Server Pro for Azure is an on-demand, commercially-licensed integrated development environment (IDE) for R on the Microsoft Azure Cloud. It offers all of the capabilities found in the popular RStudio open source IDE, plus turnkey convenience, enhanced security, the ability to manage multiple R versions and sessions, and more. It comes pre-configured with multiple versions of R, common systems libraries, and the most popular R packages.
    Read more →
  "
5;"Mine Çetinkaya-Rundel";"Announcing the 1st Shiny Contest";"
    
    
    
    
    
      
        
          
      
    
    Shiny apps are a great way to communicate your data science insights with striking, dynamic, interactive visualizations and reports. Over the years, we have loved interacting with the Shiny community and loved seeing and sharing all the exciting apps, dashboards, and interactive documents Shiny developers have produced. We also love seeing Shiny developers openly sharing their code and process for building apps so that others can learn from them and improve their apps.
    Read more →
  "
5;"Roger Oberg";"Thinking about going to rstudio::conf 2019? Act soon!";"
    
    
    
    
    
      
    
    rstudio::conf 2019, the conference for all things R and RStudio, is less than two months away and we’re looking forward to seeing everyone January 15 - 18 in Austin, TX.

Register for rstudio::conf 2019

Already registered?

Book your room at the Fairmont

If you haven’t registered for a workshop or the conference or booked your travel yet, we have some good news and some bad.
The bad news (because we want everyone to be able to attend) is that many workshops are sold out, and conference registrations were already at 91% of capacity as of November 28!
    Read more →
  "
5;"Jonathan McPherson";"RStudio 1.2 Preview: The Little Things";"
    
    
    
    
    
      
        
          
      
    
    Today, we’re continuing our blog series on new features in RStudio 1.2. If you’d like to try these features out for yourself, you can download a preview release of RStudio 1.2.
In this blog series thus far, we’ve focused on the biggest new features in RStudio 1.2. Today, we’ll take a look at some of the smaller ones.
Detect missing R packages Many R scripts open with calls to library() and require() to load the packages they need in order to execute.
    Read more →
  "
5;"Joe Cheng";"Shiny 1.2.0: Plot caching";"
    
    
    
    
    
      
        
          
      
    
    We’re pleased to announce the CRAN release of Shiny v1.2.0! This release features Plot Caching, an important new tool for improving performance and scalability in Shiny apps.
If you’re not familiar with the term “caching”, it just means that when we perform a time-consuming operation, we save (cache) the results so that the next time that operation is requested, we can skip the actual operation and instantly fetch the previously cached results.
    Read more →
  "
5;"Karl Feinauer";"RStudio 1.2 Preview - New Features in RStudio Pro";"
    
    
    
    
    
      
        
          
      
    
    Today, we’re continuing our blog series on new features in RStudio 1.2. If you’d like to try these features out for yourself, you can download a preview release of RStudio Pro 1.2.
We’ve added some great new features to RStudio Pro for v1.2, which includes not only Server Pro, but also the new and improved Pro Desktop. Let’s get started!
RStudio Server Pro The Job Launcher Perhaps the biggest new change in v1.
    Read more →
  "
5;"RStudio Team";"RStudio IDE Custom Theme Support";"
    
    
    
    
    
      
        
          
      
    
    We’re excited to announce that RStudio v1.2 has added support for custom editor themes. Custom editor themes will allow you to adjust the background color of the editor and syntax highlighting of code in RStudio to better suit your own personal style.
New editor themes can be added to RStudio by importing a tmTheme or sharing an existing rstheme file. The tmTheme file format was first introduced for the TextMate editor, and has since become a standard theme format.
    Read more →
  "
5;"Gary Ritchie";"RStudio 1.2 Preview: Plumber Integration";"
    
    
    
    
    
      
        
          
      
    
    The RStudio 1.2 Preview Release makes it even easier to create RESTful Web APIs in R using the plumber package.
 plumber is a package that converts your existing R code to a web API using a handful of special one-line comments.
 RStudio 1.2 provides the following plumber-related productivity enhancements:
 push-button local server execution for development and testing easy API publishing to RStudio Connect automatic API documentation and interactive execution via Swagger create a new Plumber API project or add an API to an existing directory  A full discussion of Web APIs and the plumber package is beyond the scope of this article; for a primer, check out: R Views: REST APIs and Plumber
    Read more →
  "
5;"Becky Bajan";"Summer Intern Projects";"
    
    
    
    
    
      
    
    This summer we had five interns participate in our internship program. Each intern was here for 10 weeks and worked closely with a mentor or team. Everyone jumped right in and contributed quickly. We are excited about the progress our interns made and wanted to share it with you here!
Fanny Chow (@Fannystats) worked with Max Kuhn on bootstrapping methods in the rsample package. Check out her blog post here.
    Read more →
  "
6;"RStudio Team";"MathJax Syntax Change";"
    
    
    
    
    
      
        
          
      
    
    We’ve just a made a change to the syntax for embedding MathJax equations in R Markdown documents. The change was made to eliminate some parsing ambiguities and to support future extensibility to additional formats.
The revised syntax adds a “latex” qualifier to the $ or $$ equation begin delimiter. It looks like this:
This change was the result of a few considerations:
 Some users encountered situations where the $equation$ syntax recognized standard text as an equation.
    Read more →
  "
6;"RStudio Team";"NYC Meetup: What's Next for R Markdown";"
    
    
    
    
    
      
    
    There’s been lots of excitement about the new R Markdown feature introduced as part of knitr 0.5 and RStudio 0.96. People see R Markdown as both a simpler way to do reproducible research and as a great way to publish to the web from R. Jeromy Anglim has a nice write up on getting started with R Markdown and Marcus Gesmann describes how to embed Google Visualizations using his googleVis package.
    Read more →
  "
6;"RStudio Team";"RStudio v0.96.225 Update";"
    
    
    
    
    
      
    
    There’s an updated release of RStudio v0.96 available that includes some small enhancements and bugfixes, including:
 Comment/uncomment for Sweave and LaTeX
 Additional in-product documentation for R Markdown
 Offline support for MathJax previews
 More flexible handling of MathJax inline equations
  The release notes include a full list all of the changes.
We’ve also published some additional documentation on using the new code folding and code sections features.
    Read more →
  "
6;"RStudio Team";"New Version of RStudio (v0.96)";"
    
    
    
    
    
      
    
    Today a new version of RStudio (v0.96) is available for download from our website. The main focus of this release is improved tools for authoring, reproducible research, and web publishing. This means lots of new Sweave features as well as tight integration with the knitr package (including support for creating dynamic web reports with the new R Markdown and R HTML formats).
We’ve also added some other frequently requested editing features including code folding.
    Read more →
  "
6;"RStudio Team";"RStudio v0.95 Released";"
    
    
    
    
    
      
        
          
      
    
    The final version of RStudio v0.95 is now available for download from our website (thanks to everyone who put the preview release through its paces over the last couple of weeks!). Highlights of the new release include:
 Projects — A new system for managing R projects that enables easy switching between working directories and per-project contexts for source documents, workspaces, and history.
 Code Navigation — Typeahead navigation by file or function name (Ctrl+.
    Read more →
  "
6;"RStudio Team";"RStudio v0.95 Preview Available";"
    
    
    
    
    
      
    
    The next version of RStudio (v0.95) is now available as a preview release. Highlights include:
 Projects – A new system for managing R projects that enables easy switching between working directories, running multiple instances of RStudio with different projects, and per-project contexts for source documents, workspaces, and history.
 Code Navigation – Typeahead navigation by file or function name (Ctrl+.) and the ability to navigate directly to the definition of any function (F2 or Ctrl+Click).
    Read more →
  "
6;"RStudio Team";"RStudio Update";"
    
    
    
    
    
      
    
    With R 2.14 slated to be released next week we wanted to encourage everyone planning to upgrade to also update to the latest release of RStudio (v0.94.110). For R 2.14 users this release includes tweaks related to compatibility with the R 2.14 graphics engine as well as compatibility with the new parallel package. There are also a number of other bug fixes which make this a worthwhile update even for users not running R 2.
    Read more →
  "
6;"RStudio Team";"RStudio Beta 3 (v0.94)";"
    
    
    
    
    
      
    
    RStudio Beta 3 (v0.94) is available for download today. The goal for this release was to refine and improve our core features based on the feedback we’ve gotten on our first two betas. Highlights of the new release include:
 Source editor enhancements — New editor features include brace/paren/quote matching, more intelligent cursor placement after newlines, function navigation, regex find and replace, run to/from the current line, and a command to re-run the last code region.
    Read more →
  "
6;"RStudio Team";"RStudio Beta 2 (v0.93)";"
    
    
    
    
    
      
        
          
      
    
    RStudio Beta 2 (v0.93) is available for download today. We’ve gotten incredibly helpful input from the R community and this release reflects a lot of that feedback.
The release notes have the full details on what’s new. Some of the highlights include:
Source Editor Enhancements  Highlight all instances of selected text
 Insert spaces for tabs (soft-tabs)
 Customizable print margin line
 Selected line highlight
 Toggle line numbers on/off
    Read more →
  "
6;"RStudio Team";"RStudio, new open-source IDE for R";"
    
    
    
    
    
      
        
          
      
    
    RStudio is a new open-source IDE for R which we’re excited to announce the availability of today. RStudio has interesting features for both new and experienced R developers including code completion, execute from source, searchable history, and support for authoring Sweave documents.
RStudio runs on all major desktop platforms (Windows, Mac OS X, Ubuntu, or Fedora) and can also run as a server which enables multiple users to access the IDE using a web browser.
    Read more →
  "
7;"RStudio Team";"shinytest - Automated testing for Shiny apps";"
    
    
    
    
    
      
        
          
      
    
    Continuing our series on new features in the RStudio v1.2 preview release, we would like to introduce shinytest. shinytest is a package to perform automated testing for Shiny apps, which allows us to:
 Record Shiny tests with ease.
 Run and troubleshoot Shiny tests.
  shinytest is available on CRAN, supported in RStudio v1.2 preview and can be installed as follows:
install.packages(""shinytest"")  Recording Tests This is the general procedure for recording tests:
    Read more →
  "
7;"Sean Lopp";"Announcing RStudio Package Manager ";"
    
    
    
    
    
      
        
          
      
    
    We’re excited to announce the general availability of our newest RStudio professional product, RStudio Package Manager. RStudio Package Manager helps your team, department, or entire organization centralize and organize R packages.
Get started with the 45 day evaluation today!
With more than 13,000 packages in the R ecosystem, managing the packages you and your teams need can be challenging. R users naturally want the latest, but everyone benefits from reproducibility, stability, and security in production code.
    Read more →
  "
7;"RStudio Team";"RStudio 1.2 Preview: Stan";"
    
    
    
    
    
      
        
          
      
    
    We previously discussed improved support in RStudio v1.2 for SQL, D3, Python, and C/C++. Today, we’re excited to announce improved support for the Stan programming language. The Stan programming language makes it possible for researchers and analysts to write high-performance and scalable statistical models.
 Stan® is a state-of-the-art platform for statistical modeling and high-performance statistical computation. Thousands of users rely on Stan for statistical modeling, data analysis, and prediction in the social, biological, and physical sciences, engineering, and business.
    Read more →
  "
7;"RStudio Team";"RStudio 1.2 Preview: C/C++ and Rcpp";"
    
    
    
    
    
      
        
          
      
    
    We’ve now discussed the improved support in RStudio v1.2 for SQL, D3, and Python. Today, we’ll talk about IDE support for C/C++ and Rcpp.
The IDE has had excellent support for C/C++ since RStudio v0.99, including:
 Tight integration with the Rcpp package Code completion Source diagnostics as you edit Code snippets Auto-indentation Navigable list of compilation errors Code navigation (go to definition)  The major new C/C++ feature in RStudio v1.
    Read more →
  "
7;"RStudio Team";"RStudio 1.2 Preview: Reticulated Python";"
    
    
    
    
    
      
        
          
      
    
    One of the primary focuses of RStudio v1.2 is improved support for other languages frequently used with R. Last week on the blog we talked about new features for working with SQL and D3. Today we’re taking a look at enhancements we’ve made around the reticulate package (an R interface to Python).
The reticulate package makes it possible to embed a Python session within an R process, allowing you to import Python modules and call their functions directly from R.
    Read more →
  "
7;"RStudio Team";"r2d3 - R Interface to D3 Visualizations";"
    
    
    
    
    
      
        
          
      
    
    As part our series on new features in the RStudio v1.2 Preview Release, we’re pleased to announce the r2d3 package, a suite of tools for using custom D3 visualizations with R.
RStudio v1.2 includes several features to help optimize your development experience with r2d3. We’ll describe these features below, but first a bit more about the package. Features of r2d3 include:
 Translating R objects into D3 friendly data structures
    Read more →
  "
7;"Jonathan McPherson";"RStudio 1.2 Preview: SQL Integration";"
    
    
    
    
    
      
        
          
      
    
    The RStudio 1.2 Preview Release, available today, dramatically improves support and interoperability with many new programming languages and platforms, including SQL, D3, Python, Stan, and C++. Over the next few weeks on the blog, we’re going to be taking a look at improvements for each of these in turn.
Today, we’re looking at SQL, and as a motivating example, we’re going to connect to a sample Chinook database to get a list of album titles.
    Read more →
  "
7;"Javier Luraschi";"sparklyr 0.9: Streams and Kubernetes";"
    
    
    
    
    
      
        
          
      
    
    Today we are excited to share that a new release of sparklyr is available on CRAN! This 0.9 release enables you to:
 Create Spark structured streams to process real time data from many data sources using dplyr, SQL, pipelines, and arbitrary R code. Monitor connection progress with upcoming RStudio Preview 1.2 features and support for properly interrupting Spark jobs from R. Use Kubernetes clusters with sparklyr to simplify deployment and maintenance.
    Read more →
  "
7;"Sean Lopp";"RStudio Connect 1.6.8 - Emails, APIs, and Titles";"
    
    
    
    
    
      
    
    RStudio Connect 1.6.8 includes additions to custom emails, new user endpoints in the RStudio Connect Server API, support for content descriptions and title changes, and important security and authentication improvements.
Updates  R Markdown Reports have access to environment variables containing metadata about the report on RStudio Connect. This addition is especially important for custom emails. In case you missed it, recent versions of RStudio Connect allow data scientists to distribute beautiful emails that can include plots, tables, and dynamically generated text.
    Read more →
  "
7;"JJ Allaire";"Radix for R Markdown";"
    
    
    
    
    
      
        
          
      
    
    Today we’re excited to announce Radix, a new R Markdown format optimized for scientific and technical communication. Features of Radix include:
 Reader-friendly typography that adapts well to mobile devices.
 Flexible figure layout options (e.g. displaying figures at a larger width than the article text).
 Tools for making articles easily citeable, as well as for generating Google Scholar compatible citation metadata.
 The ability to incorporate JavaScript and D3-based interactive visualizations.
    Read more →
  "
8;"Joe Cheng";"Introducing Shiny: Easy web applications in R";"
    
    
    
    
    
      
        
          
      
    
    Say hello to Shiny, a new R package that we’re releasing for public beta testing today.
Shiny makes it super simple for R users to turn analyses into interactive web applications that anyone can use. These applications let you specify input parameters using friendly controls like sliders, drop-downs, and text fields; and they can easily incorporate any number of outputs like plots, tables, and summaries.
No HTML or JavaScript knowledge is necessary.
    Read more →
  "
8;"RStudio Team";"New version of RStudio (v0.97)";"
    
    
    
    
    
      
    
    Today a new version of RStudio (v0.97) is available for download from our website. The principal focus of this release was creating comprehensive tools for R package development. We also implemented many other frequently requested enhancements including a new Vim editing mode and a much improved Find and Replace pane. Here’s a summary of what’s new in the release:
Package Development  A new Build tab with package development commands and a view of build output and errors
    Read more →
  "
8;"Hadley Wickham";"RStudio training";"
    
    
    
    
    
      
    
    At RStudio, we want you to be effective R users. As well as creating great software, we want to make it easier for you to master R. To this end, we’re very happy to announce our new training offerings.
We’re kicking off with two public courses:
 Effective data visualisation and reports and reproducible research in San Francisco, Dec 3-4.
 Advanced R programming and package development in Washington DC, Dec 10-12.
    Read more →
  "
8;"Hadley Wickham";"New version of httr: 0.2";"
    
    
    
    
    
      
    
    We’re happy to announce a new version of httr, a package designed to make it easy to work with web APIs. Httr is a wrapper around RCurl, and provides:
 functions for the most important http verbs: GET, HEAD, PATCH, PUT, DELETE and POST.
 automatic cookie handing across requests, connection sharing, and standard SSL config.
 a request object which captures the body of the request along with request status, cookies, headers, timings and other useful information.
    Read more →
  "
